source_file,account_path,name,enabled,type,action,target_folder,condition,conditions_count,fields,operators
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @comlineiberica.com,yes,17,Move to folder,COMLINE,"AND (from,ends with,@comlineiberica.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,TALOSA,yes,337,Move to folder,TALOSA,"AND (from,ends with,@talosa.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: remanmotorparts@gmail.com,yes,273,Move to folder,REMAN MOTOR,"AND (from,is,remanmotorparts@gmail.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: facturacion@jumasa.es,yes,17,Move to folder,JUMASA,"OR (from,is,facturacion@jumasa.es) OR (from,ends with,@jumasa.es)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @autocristalsevilla.com,yes,17,Move to folder,AUTOCRISTAL SEVILLA,"AND (from,ends with,@autocristalsevilla.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @pool-line.com.es,yes,17,Move to folder,POOL LINE,"AND (from,ends with,@pool-line.com.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @azurglobal.es,yes,17,Move to folder,AZUR GLOBAL,"AND (from,ends with,@azurglobal.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: dani.vicente@meat-doria.es,yes,17,Move to folder,MEAT-DORIA,"OR (from,is,dani.vicente@meat-doria.es) OR (from,ends with,@meat-doria.es)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: soporte@sesametime.com,yes,17,Move to folder,SESAME,"OR (from,is,soporte@sesametime.com) OR (from,ends with,@sesametime.com) OR (from,ends with,@sesamehr.com) OR (from,ends with,support@sesametime.com.hs-inbox.com) OR (from,contains,sesame)",5,from,contains;ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: kike@multirecambioshm.com,yes,17,Move to folder,MULTIRECAMBIOS HM,"OR (from,is,kike@multirecambioshm.com) OR (from,ends with,@multirecambioshm.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: SGonzalez@solaufil.com,yes,17,Move to folder,MECAFILTER,"OR (from,is,SGonzalez@solaufil.com) OR (from,is,contact@mecafilter-info.com) OR (from,ends with,@mecafilter-info.com)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: invoices@frigair-iberia.com,yes,17,Move to folder,FRIG AIR,"OR (from,is,invoices@frigair-iberia.com) OR (from,ends with,@frigair-iberia.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: sjurado@absoal.com,yes,17,Move to folder,ABSOAL,"AND (from,ends with,sjurado@absoal.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: ignacio.gutierrez@exidegroup.com,yes,17,Move to folder,EXIDE,"AND (from,is,ignacio.gutierrez@exidegroup.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,FARE,yes,337,Move to folder,FARE,"AND (from,ends with,@fare-auto.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @ceapi.es,yes,337,Move to folder,CEAPI,"AND (from,ends with,@ceapi.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,ngl,yes,337,Move to folder,NGK,"AND (from,ends with,@ngk.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @exclusivasbcn.com,yes,337,Move to folder,EXCLUSIVAS BCN,"AND (from,ends with,@exclusivasbcn.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: facturacion@filtroscartes.net,yes,337,Move to folder,FILTROS CARTES,"AND (from,is,facturacion@filtroscartes.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @valeo.com,yes,337,Move to folder,VALEO,"AND (from,ends with,@valeo.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,hernandez,yes,17,Move to folder,REPRESENTACIONES HERNANDEZ,"AND (from,ends with,@rhernandez.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,SWAG,yes,17,Move to folder,BLISTEIN - SWAG,"AND (from,ends with,@bilsteingroup.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @michelin.com,yes,337,Move to folder,MICHELIN,"AND (from,ends with,@michelin.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,SASH,yes,337,Move to folder,SASH51a13cd2,"AND (from,ends with,@lubricantes-sash.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,BRIDGE,yes,337,Move to folder,BRIDGESTONE,"OR (from,is,BridgestoneAttCliente@bridgestone.eu) OR (from,is,info.facturas@bridgestone.eu)",2,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,CECAUTO,yes,337,Move to folder,CECAUTO,"AND (from,ends with,@cecauto.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,MKD,yes,337,Move to folder,MKD RECAMBIOS,"OR (from,ends with,@mkdrecambios.com) OR (from,ends with,@mkdautomotive.com) OR (from,ends with,@grupomobius.com)",3,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,NERTOR,yes,337,Move to folder,NER-TOR,"AND (from,ends with,@nertor.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,CRUZBER,yes,337,Move to folder,CRUZBER,"AND (from,ends with,@cruzber.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,CONTICORR,yes,337,Move to folder,CONTINENTAL CORREAS,"OR (from,ends with,@france.contitech.de) OR (from,ends with,@contitech.es)",2,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,PEMEBLA,yes,337,Move to folder,PEMEBLA,"AND (from,ends with,postventa@pemebla.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,IPARLUX,yes,17,Move to folder,IPARLUX,"AND (from,ends with,@iparlux.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente contiene: @quimicar.es,yes,273,Move to folder,QUIMICAR,"OR (from,contains,@quimicar.es)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,TOP,yes,273,Move to folder,TOP RECAMBIOS,"OR (from,is,garantias@toprecambios.com) OR (from,ends with,@toprecambios.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,ALKAR,yes,337,Move to folder,ALKAR,"AND (from,contains,@alkar.es)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,SERNE,yes,337,Move to folder,SERNESA,"OR (from,ends with,@sernesa.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,TECCOM,yes,17,Move to folder,TECCOM,"AND (from,is,info@info.tecalliance.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,OPTIMAL,yes,337,Move to folder,OPTIMAL,"AND (from,ends with,@optimal-spain.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,NRF,yes,337,Move to folder,NRF,"AND (from,ends with,@nrf.eu)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,ANDRES,yes,337,Move to folder,NEUMATICOS ANDRES,"OR (from,is,blascima@grupoandres.com) OR (from,contains,@grupoandres.com)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,EACLIMA,yes,337,Move to folder,EACLIMA,"OR (from,is,m.gonzalez@teasa.net) OR (from,contains,Electro Auto) OR (from,ends with,@eaclima.es)",3,from,contains;ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @fare-auto.com,yes,17,Move to folder,FARE,"AND (from,ends with,@fare-auto.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @frigair-iberia.com,yes,17,Move to folder,FRIG AIR,"AND (from,ends with,@frigair-iberia.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: javireal@toprecambios.com,yes,17,Move to folder,TOP RECAMBIOS/INFORMATICA,"AND (from,is,javireal@toprecambios.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @gira.net,yes,17,Move to folder,GIRA,"AND (from,ends with,@gira.net)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @absoal.com,yes,17,Move to folder,ABSOAL,"AND (from,ends with,@absoal.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: joselopez.iveco@hotmail.com,yes,17,Move to folder,AUTOMECANICA ALBOX TURISMO,"AND (from,is,joselopez.iveco@hotmail.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @rztools.com,yes,17,Move to folder,RZTOOLS,"AND (from,ends with,@rztools.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: cr@rodamientos.net,yes,17,Move to folder,ROYSE,"AND (from,is,cr@rodamientos.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente termina con: @sesametime.com,yes,17,Move to folder,SESAME,"AND (from,ends with,@sesametime.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: mariano@exclusivasbcn.com,yes,17,Move to folder,EXCLUSIVAS BCN,"AND (from,ends with,@exclusivasbcn.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: facturacion@grupoandres.com,yes,17,Move to folder,NEUMATICOS ANDRES,"AND (from,is,facturacion@grupoandres.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: ventas2@evergreen.com.es,yes,273,Move to folder,EVERGREEN,"OR (from,is,ventas2@evergreen.com.es) OR (from,is,documentos@evergreen.com.es)",2,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: administracion@bilsteingroup.com,yes,337,Move to folder,BLISTEIN - SWAG,"OR (from,is,administracion@bilsteingroup.com) OR (from,ends with,@Bilsteingroup.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: info@frigair-iberia.com,yes,17,Move to folder,FRIG AIR,"OR (from,is,info@frigair-iberia.com) OR (from,is,invoices@frigair-iberia.com)",2,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: saphelpdesk@driv.com,yes,17,Move to folder,FEDERAL MOGUL,"OR (from,is,saphelpdesk@driv.com) OR (from,ends with,@driv.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: info@suminesa.com,yes,17,Move to folder,SUMINESA,"AND (from,is,info@suminesa.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: manad@amolux.net,yes,17,Move to folder,AMOLUX - MANAD,"AND (from,is,manad@amolux.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: gines@jgpsl.com,yes,17,Move to folder,FERREVERA,"AND (from,is,gines@jgpsl.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: BCNEXPEDICIONES@FEYC.ES,yes,17,Move to folder,RODAMIENTOS FEYC,"AND (from,is,BCNEXPEDICIONES@FEYC.ES)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: nita@delinmitel.com,yes,17,Move to folder,DELINMITEL,"AND (from,is,nita@delinmitel.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: administracion@euromaquinas.com,yes,17,Move to folder,EUROMAQUINARIAS HISPANIDAD,"AND (from,is,administracion@euromaquinas.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: hogar1@poessa.com,yes,17,Move to folder,POESSA,"AND (from,is,hogar1@poessa.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: info@dogaparts.es,yes,17,Move to folder,DOGA,"OR (from,is,info@dogaparts.es) OR (from,ends with,@dogaparts.es)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: mecavera@mecavera.redpeugeot.com,yes,17,Move to folder,MECAVERA,"AND (from,is,mecavera@mecavera.redpeugeot.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: admon@carpriss.com,yes,17,Move to folder,CARPRISS,"OR (from,is,admon@carpriss.com) OR (from,ends with,@carpriss.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: facturacion@samoaindustrial.com,yes,17,Move to folder,SAMOA,"AND (from,is,facturacion@samoaindustrial.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: Administracion@multirecambioshm.com,yes,273,Move to folder,MULTIRECAMBIOS HM,"OR (from,is,Administracion@multirecambioshm.com) OR (from,ends with,@multirecambioshm.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: facturacion@recambiosasiaticos.com,yes,17,Move to folder,RECAMBIOS ASIATICOS,"OR (from,is,facturacion@recambiosasiaticos.com) OR (from,ends with,@recambiosasiaticos.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: administracion@febestiberica.com,yes,17,Move to folder,FEBEST - RUMBO NORTE,"AND (from,is,administracion@febestiberica.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: escribano@pinchazosvargas.com,yes,17,Move to folder,PINCHAZOS VARGAS,"AND (from,is,escribano@pinchazosvargas.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: autosys@henkel.com,yes,17,Move to folder,HENKEL,"OR (from,is,autosys@henkel.com) OR (from,ends with,@henkel.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: pedidos.tork@essity.com,yes,17,Move to folder,ESSITY - TORK,"AND (from,is,pedidos.tork@essity.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,COMPRAS VARIAS,yes,273,Move to folder,COMPRAS VARIAS,"OR (from,is,info@42kshop.com) OR (from,is,pedidos@pccomponentes.com) OR (from,is,noreply@pccomponentes.com) OR (from,ends with,@pccomponentes.com) OR (from,is,verametal2015@gmail.com) OR (subject,contains,PcComponentes)",6,from;subject,contains;ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: lydia.bartolome@euromaster.com,yes,17,Move to folder,EUROMASTER,"OR (from,is,lydia.bartolome@euromaster.com) OR (from,ends with,@euromaster.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: portal@rema-tiptop.es,yes,17,Move to folder,Trash/TIP-TOP,"AND (from,is,portal@rema-tiptop.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: ecommerce@rema-tiptop.es,yes,337,Move to folder,Trash/TIP-TOP,"OR (from,is,ecommerce@rema-tiptop.es) OR (from,is,portal@rema-tiptop.es) OR (from,is,facturacion@rema-tiptop.es) OR (from,ends with,@rema-tiptop.es)",4,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: n.mihai@kyb-europe.com,yes,17,Move to folder,KYB,"OR (from,is,n.mihai@kyb-europe.com) OR (from,ends with,kyb-europe.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: duerto@duerto.com,yes,17,Move to folder,DUERTO,"AND (from,is,duerto@duerto.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: iliana.el.youjili@continental.com,yes,17,Move to folder,CONTINENTAL CORREAS,"OR (from,is,iliana.el.youjili@continental.com) OR (from,ends with,@continental.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: contact@mecafilter-info.com,yes,17,Move to folder,MECAFILTER,"AND (from,is,contact@mecafilter-info.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: comercial@transmisiones-cardiberica.com,yes,17,Move to folder,CARDIBERICA,"AND (from,is,comercial@transmisiones-cardiberica.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: facturacion@iparlux.es,yes,17,Move to folder,IPARLUX,"AND (from,is,facturacion@iparlux.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: BremboDispatcher@lutech.it,yes,337,Move to folder,BREMBO,"OR (from,is,BremboDispatcher@lutech.it) OR (from,is,JoseAntonio_Bailo@brembo.es) OR (from,ends with,@brembo.es)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: e-invoicing@ptg.contitech.de,yes,17,Move to folder,CONTINENTAL CORREAS,"AND (from,is,e-invoicing@ptg.contitech.de)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: administracion@meat-doria.es,yes,17,Move to folder,MEAT-DORIA,"OR (from,is,administracion@meat-doria.es) OR (from,is,facturacion@meat-doria.es) OR (from,ends with,@meat-doria.es)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo.es\msgFilterRules.dat,Mail/pop.serviciodecorreo.es,Remitente es: noreply@toprecambios.com,yes,17,Move to folder,TOP RECAMBIOS,"AND (from,is,noreply@toprecambios.com)",1,from,is
